"Data Source","مؤشرات التنمية العالمية",

"Last Updated Date","2020-10-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"أقل البلدان تقدّماً: تصنيف الأمم المتحدة","LDC","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","102454235","105561411","108642139","111716710","114797422","117896822","121581126","125211414","128792042","132293748","135673482","139495831","143174204","146759271","150327767","153937792","158146007","162288841","166420449","170575290","174763932","179642171","184460371","189251535","194043381","198860335","204343514","209692311","214987224","220311428","225702466","231564218","237434261","243247939","248888667","254272025","260387508","266184063","271772166","277319694","282943865","289278640","295642557","302022051","308351075","314560548","321289164","327847055","334286132","340690201","347114039","353638651","360094466","366491918","372835114","379128649","385528696","391866559","398139366","404345749","",
"شريحة البلدان منخفضة الدخل","LIC","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","61221761","63019246","64643638","66195715","67821467","69599776","71708760","73965071","76294156","78567681","80724042","83289827","85668908","87933067","90189693","92492664","95056611","97632060","100215187","102771000","105276811","108168776","111012877","113829352","116649017","119512393","122928510","126268274","129628483","133123015","136806780","140845100","145030222","149289899","153491584","157544326","162229569","166729080","171141402","175604995","180206666","185280958","190388003","195543747","200743300","205965436","211597259","217213560","222768412","228188676","233421595","238682768","243718796","248603339","253455061","258363514","263618121","268886828","274173023","279473861","",
"ليختنشتاين","LIE","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"سري لانكا","LKA","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","4150403","4265540","4358211","4437488","4518244","4607777","4690972","4786198","4883834","4967708","5029235","5090081","5124868","5142896","5160847","5188428","5218544","5264367","5317593","5364149","5397064","5444213","5474135","5493371","5511899","5533793","5550615","5563598","5571346","5571328","5562125","5535594","5512355","5484821","5442943","5382142","5325957","5249533","5162286","5082682","5023579","4985547","4972175","4977679","4989701","5000528","5038454","5068442","5092445","5116191","5142080","5151518","5137324","5156922","5179668","5194827","5214828","5233856","5243490","5223227","",
"الشريحة الدنيا من البلدان متوسطة الدخل","LMC","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","355275484","366061771","377355417","388765464","399638342","409653651","420590502","430455075","439572649","448489310","457498459","467527187","477551607","487563539","497452273","507192064","518630090","529601225","540400658","551439642","562951804","576168154","589681381","603353432","616831134","629869038","644526571","658264402","671234065","683648003","696506716","708983928","720730886","731596062","741398102","750139686","759085480","767023269","773945032","779975197","785340388","791679800","797397063","802661700","807674369","812562589","818415634","824112359","829640544","834926382","840022038","846132568","851491417","856479876","861331727","866179712","870818181","875643784","880400959","884673434","",
"البلدان المنخفضة والمتوسطة الدخل","LMY","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","900432145","917802876","942525338","972356377","999954859","1024785946","1053283314","1077344517","1099150407","1121252269","1144381978","1170663861","1195669331","1219679801","1241760660","1261014709","1279941781","1296215028","1310777908","1324483774","1337710303","1351727150","1367119356","1382785636","1398079869","1413669355","1434979209","1456374542","1477548931","1497724940","1517091546","1539616208","1556749109","1570331248","1582916438","1595489127","1602399401","1612663165","1623219062","1629811363","1631058185","1635727368","1634697365","1630460208","1627340983","1627650164","1630981973","1637151985","1645778695","1655290081","1664740625","1675903374","1686928330","1697980702","1709164759","1720403838","1732334041","1743914502","1754686911","1764456668","",
"ليسوتو","LSO","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","373155","381780","390071","398239","406629","415415","424882","434808","445090","455563","466195","478298","490480","503074","516545","531176","547075","563646","580656","597713","614470","633127","651494","669239","685971","701414","717897","732826","746492","759405","771772","780730","789259","796759","802696","806774","813110","818003","820509","819341","813394","802971","789429","773611","757164","741745","731814","721499","711666","703140","696203","694301","693407","692536","690684","687767","689421","689777","689704","690009","",
"العائد الديمغرافي الراحل","LTE","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","424288989","426831954","435957616","449927070","462184816","472537959","484872145","494105070","501933802","510209287","519314715","530021256","539484867","548001379","554849784","559221917","561137455","561079393","559638439","557140379","553678492","548738793","544942080","541332806","537665257","534866825","535538536","537471708","540152601","542565958","543860262","548469013","547960762","545667357","543605198","543257094","536183589","533549935","532282431","527969472","518840814","510811839","497806139","482083209","467614922","456560581","447618717","441454596","437755380","435129891","432633299","431443548","430788426","430655330","431044836","431804453","433040796","434277145","435076630","435300983","",
"ليتوانيا","LTU","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","754038","766306","777045","787868","799832","811644","821498","831306","839636","844620","848659","848021","845601","841314","835344","827600","824077","817437","809273","801389","795969","791611","792631","797377","802634","807293","815260","822483","829198","833754","834418","832810","827784","818262","805149","789666","774069","757934","740654","721838","701290","671827","643437","615730","587155","557289","532901","511867","493077","476101","457326","443436","435412","430133","426539","423963","419963","416553","416938","421801","",
"لكسمبورغ","LUX","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","66505","68078","69826","71341","72724","73899","74855","75296","75419","75465","75285","75227","75073","74633","74233","73642","72529","71386","70363","69343","68303","67230","65903","64598","63604","63035","62971","63278","63899","64899","66272","67786","69475","71358","73343","75323","77123","78636","79996","81362","82652","83577","84294","85030","85818","86624","87021","87354","87941","88669","89447","90199","91075","91822","92555","93289","94516","95802","96535","97369","",
"لاتفيا","LVA","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","467491","476193","484874","493566","501132","505892","508538","509231","509542","509369","509458","509116","511358","514461","516169","514796","518535","517379","513621","510474","510536","510877","517862","528796","539224","547295","557067","565026","571066","573545","571428","569449","559986","545064","530136","515382","495772","477610","459883","442068","422762","400729","380694","362362","344651","328652","320850","313342","306363","300184","295529","292190","291825","292942","295175","298494","298410","302530","308266","311933","",
"منطقة ماكاو الإدارية الخاصة (الصين)","MAC","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","70159","72416","76297","81426","86745","91228","94992","97112","97504","96452","94164","88806","83188","77577","72018","66713","62955","59330","56524","55426","56335","55983","57860","61045","64249","66918","72335","76442","79933","83648","87704","90493","93222","95644","97314","98126","98801","99116","99081","98655","97727","95886","93065","89542","85787","82165","78357","75184","72753","70970","69793","70276","70975","72094","73771","75956","79235","82682","86244","89787","",
"سانت مارتن- الجزء الفرنسي","MAF","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"المغرب","MAR","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","5511528","5771184","6048331","6326333","6579699","6794451","7010107","7191419","7345034","7484384","7615646","7744570","7859387","7963570","8060950","8155503","8251474","8347107","8444347","8546613","8656477","8797961","8944851","9093092","9233855","9359274","9495491","9601024","9684441","9759957","9834352","9879640","9940057","9997275","10023877","10006423","9989584","9921919","9822123","9722909","9642219","9546440","9487125","9450543","9413525","9366166","9331372","9281227","9230693","9206301","9222312","9252515","9326197","9428546","9530735","9614554","9709997","9767990","9802224","9836260","",
"موناكو","MCO","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"مولدوفا","MDA","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","649640","678108","707911","736512","760655","778049","788878","793436","792451","789143","785289","775639","769722","765966","761506","754068","751705","743932","734542","728592","729265","733411","743357","756628","769614","780470","794290","807548","818327","825582","828855","830084","825311","815171","801420","785381","766702","747718","730715","710148","685799","656850","625098","592089","561392","534767","516046","500785","488960","479836","472613","465051","459296","455109","452345","447627","442335","435757","429182","422290","",
"مدغشقر","MDG","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","2176881","2258180","2343802","2430542","2513221","2589758","2677391","2757780","2833390","2908726","2986720","3081444","3176265","3271711","3367825","3464823","3578050","3690384","3802037","3913100","4023772","4149459","4272050","4392546","4512061","4631156","4761581","4891537","5021361","5151840","5284636","5438100","5592341","5749618","5913257","6085628","6284853","6489545","6698731","6909408","7119051","7345690","7564837","7778552","7989569","8198705","8407799","8616803","8822330","9019297","9205664","9394524","9571659","9741906","9913556","10091893","10280042","10476841","10680419","10886657","",
"ملديف","MDV","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","34534","36217","37939","39719","41522","43316","45368","47408","49435","51471","53534","55458","57355","59190","60919","62504","64405","66111","67774","69639","71863","74473","77546","80929","84370","87719","91845","95636","99183","102649","106033","109189","112215","114903","116927","118088","118115","117380","116079","114555","113059","110358","107805","105344","102919","100575","97999","95613","93742","92654","92500","92398","92617","93354","94694","96522","98649","101241","103902","105711","",
"الشرق الأوسط وشمال أفريقيا","MEA","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","45133226","46792979","48497548","50193187","51838845","53402415","55120071","56743290","58270837","59779386","61295629","62988524","64644902","66319938","68024033","69791636","71724904","73732318","75834646","78071385","80465488","83165015","85974743","88860468","91754767","94611491","97679865","100603565","103349739","105855512","109026833","111035705","112027091","113339702","114310992","115454182","115716763","115813687","115741791","115544971","115244425","114829458","114351015","113910276","113648304","113656691","113872179","114350326","115125241","116202192","117536366","119056913","120859964","122890853","125027900","127166588","129691467","131988884","134163153","136327789","",
"المكسيك","MEX","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","17266942","17885057","18533199","19199584","19864072","20517211","21199325","21875083","22545998","23218905","23896928","24626433","25347548","26058023","26751109","27417719","28075423","28695665","29279619","29827251","30335061","30722224","31084892","31418961","31718750","31981612","32202152","32407802","32596004","32764052","32911260","33075343","33222722","33359500","33501836","33654145","33667477","33696388","33738330","33782348","33820236","33758219","33731731","33729936","33738687","33749097","33798544","33787851","33739827","33692627","33666195","33640735","33657460","33693380","33707133","33676710","33676043","33614044","33512296","33405803","",
"جزر مارشال","MHL","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"شريحة البلدان متوسطة الدخل","MIC","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","839210384","854783630","877881700","906160662","932133392","955186170","981574554","1003379446","1022856251","1042684588","1063657936","1087374034","1110000423","1131746734","1151570967","1168522045","1184885170","1198582968","1210562721","1221712774","1232433492","1243558374","1256106479","1268956284","1281430852","1294156962","1312050699","1330106268","1347920448","1364601925","1380284766","1398771108","1411718887","1421041349","1429424854","1437944801","1440169832","1445934085","1452077660","1454206368","1450851519","1450446410","1444309362","1434916461","1426597683","1421684728","1419384714","1419938425","1423010283","1427101405","1431319030","1437220606","1443209534","1449377363","1455709698","1462040324","1468715920","1475027674","1480513888","1484982807","",
"مقدونيا الشمالية","MKD","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","565578","570124","576209","582541","587313","589876","591885","592181","590827","588341","584984","582158","577510","572805","569922","569694","568163","569881","573008","574844","573882","571137","566230","559716","552832","546308","542129","537570","532797","527885","522830","517865","513096","508322","503275","498014","491919","484946","477289","469420","461488","452007","443405","435097","426171","416301","407907","398017","387592","378225","370777","363138","358222","355302","352895","350149","349111","346886","344042","341554","",
"مالي","MLI","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","2148904","2188657","2228368","2266402","2298911","2324422","2371214","2408641","2440184","2470843","2503609","2561933","2618091","2673018","2726359","2777534","2854183","2924775","2991673","3057677","3124367","3216026","3305997","3391971","3469618","3535829","3628857","3708861","3782542","3859970","3948326","4042250","4145372","4255004","4365351","4472276","4597959","4717513","4836062","4961072","5097497","5258110","5427472","5606002","5792921","5987807","6216453","6449167","6684225","6917977","7146761","7403472","7649046","7887294","8123737","8361556","8597269","8834636","9070199","9299172","",
"مالطة","MLT","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","125477","122576","118570","113748","108779","103663","99262","94711","90246","86166","83167","80560","79026","78190","77399","76963","76691","75750","75109","74855","75292","75843","77892","79606","80095","81707","82855","82990","83027","83045","82971","84387","84265","84013","83662","83082","81956","81005","79972","78784","77450","76469","75220","73674","72043","70402","68323","66382","64823","63480","62140","61565","61265","61391","62117","63321","64696","66595","69190","72024","",
"ميانمار","MMR","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","8804012","9096095","9408390","9725746","10024693","10296054","10590066","10857794","11106351","11348559","11590832","11868718","12131595","12385400","12635646","12884345","13147961","13408294","13661842","13902996","14129083","14374170","14601582","14808025","14988327","15137594","15302861","15422733","15501807","15547060","15561153","15559511","15540555","15505375","15457110","15402969","15354813","15311693","15270981","15230820","15189999","15210654","15227520","15242799","15255817","15261943","15284450","15283163","15262973","15234232","15203589","15101897","15010663","14915696","14799101","14654403","14497171","14331458","14163467","14005547","",
"الشرق الأوسط وشمال أفريقيا (الدخل المرتفع باستثناء)","MNA","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","42012223","43556525","45127938","46695164","48207943","49642549","51228280","52703774","54097300","55449761","56778506","58280439","59730103","61161656","62616804","64128253","65802855","67545490","69366349","71284187","73323448","75675023","78105585","80593321","83100542","85582715","88238943","90787847","93187580","95375980","98252264","99942370","101311116","102367030","103137123","103641078","103847025","103891352","103734214","103393130","102901761","102471602","101962969","101459845","101086335","100925761","101089052","101475248","102113487","103007842","104158578","105502022","107135314","108991383","110942490","112890353","115140285","117188901","119123167","121057471","",
"جمهورية الجبل الأسود","MNE","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","167393","171288","176030","180708","183857","184499","183951","180909","176304","171853","168825","166276","165354","165420","165323","164341","163540","161709","159363","157413","156384","155469","155617","156305","156629","156086","156869","156593","155664","154769","154259","151586","149611","147918","145908","143294","141262","138597","135505","132440","129734","128400","127219","126230","125085","123948","123185","122362","121430","120383","119200","118573","117709","116747","115850","115090","114088","113585","113305","112919","",
"منغوليا","MNG","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","353506","371920","393999","418185","441828","463450","487857","508456","526865","545654","566058","586464","609024","632118","653092","670596","689039","703310","714811","725976","738189","751325","765349","780072","794969","809897","828399","846910","863803","876682","883824","894466","897222","894847","891030","887573","875741","867110","859371","848760","833615","815100","792532","768244","746708","730879","719709","715080","716760","723568","734966","754822","778094","804763","834252","865406","899590","932570","964047","993296","",
"ماريانا","MNP","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"موزامبيق","MOZ","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","3017411","3099173","3180891","3262788","3344383","3425152","3525405","3621050","3713660","3805159","3896572","4005507","4110703","4214804","4321081","4431787","4561946","4690811","4816383","4935240","5043903","5204104","5355626","5488230","5587156","5643113","5744414","5801303","5842818","5915389","6054854","6123890","6266837","6461735","6669470","6859264","7091482","7295703","7482342","7672569","7882509","8142598","8416099","8699553","8984008","9262591","9576623","9878228","10172243","10465514","10761495","11064292","11369807","11676390","11980864","12282519","12582990","12880439","13176082","13472803","",
"موريتانيا","MRT","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","377566","391699","405439","419077","432931","447121","463294","479587","495901","511967","527612","545206","562110","578535","594762","610952","629321","647342","665173","682959","700775","721272","741550","761620","781461","801023","824068","846750","869107","891113","912725","936467","959486","982009","1004360","1026702","1049784","1073236","1096989","1120954","1145246","1170620","1196040","1221920","1248840","1277084","1307779","1339373","1372079","1406015","1441241","1479632","1518994","1559046","1599218","1639052","1682461","1724274","1764990","1805251","",
"موريشيوس","MUS","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","307293","317647","327518","336749","344505","350284","355908","358984","360322","361041","361568","359039","357706","356999","355834","353766","349021","344723","341179","341793","344124","342609","339858","335667","331546","326558","322395","317797","313081","309428","306893","304790","305577","307271","309336","308495","310230","309801","307345","306210","305694","303659","304040","305726","305935","303708","300778","295183","287818","280555","274399","266857","261006","255986","250825","244949","238818","232150","225144","218458","",
"ملاوي","MWI","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","1603656","1646953","1684846","1720374","1757921","1799619","1856019","1914315","1973963","2033155","2091015","2163494","2232830","2300760","2369639","2440911","2527032","2615109","2703332","2788198","2867844","2955782","3032712","3113505","3219513","3364655","3535077","3738467","3945999","4114287","4212577","4319381","4361541","4366481","4378453","4430014","4534484","4671421","4830753","4991124","5137399","5291325","5431892","5565569","5704305","5856028","6020777","6196481","6379460","6562096","6739319","6919655","7086749","7244302","7398067","7550125","7687933","7827373","7965330","8097672","",
"ماليزيا","MYS","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","3710642","3852606","4002052","4150271","4285565","4401084","4508376","4588246","4650640","4711838","4781079","4826368","4889994","4964746","5037919","5104250","5178441","5244540","5306283","5372668","5448978","5532850","5626782","5732368","5849315","5978025","6117636","6261811","6405412","6545226","6679765","6807131","6931021","7052431","7172200","7290603","7397048","7502280","7599187","7678860","7736724","7805667","7835425","7837423","7829371","7823466","7861337","7894099","7914957","7913729","7887281","7821331","7760396","7701431","7644962","7594862","7584141","7572143","7565328","7570493","",
"أمريكا الشمالية","NAC","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","61490094","62766316","63667848","64273994","64713122","64973912","65060188","65000330","64768734","64399304","64039388","63482397","62729455","61897877","60989391","60061359","59502091","58843090","58159398","57580235","57097785","56825485","56693681","56679709","56742360","56892177","57355087","57870678","58435544","59082750","59834493","60941067","62056322","63063806","63904377","64592737","65392166","65994479","66415681","66778398","67117883","67193035","67357240","67482043","67524541","67406606","67783023","67960216","68030810","68064528","68104748","68026570","67868530","67660593","67493894","67347451","67174931","67086927","67001255","66842547","",
"ناميبيا","NAM","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","262531","270602","279029","287695","296301","304740","314179","323242","332346","342178","353158","365915","379988","394645","408722","421454","437498","451860","465146","478345","492038","504390","517201","530769","545500","561811","575742","591095","606985","622158","635654","652601","667469","680591","692585","703788","716727","728709","739355","747962","754113","758435","760510","761204","762109","764409","766327","771318","778317","785698","792763","805152","816130","826969","839471","854320","869455","886141","903657","920629","",
"كاليدونيا الجديدة","NCL","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","29512","30396","31322","32316","33332","34299","35483","36601","37664","39317","42363","45637","48001","49342","50266","50495","51438","52097","52274","52243","52497","52877","53686","54505","55038","55140","55299","55211","54906","54664","54852","55422","56124","57073","58276","59430","60057","61029","62224","63452","64533","65143","65436","65355","65084","64868","64099","63850","64020","64241","64516","65205","65329","65116","64845","64730","64663","64609","64598","64565","",
"النيجر","NER","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","1636600","1689621","1744414","1800232","1855117","1907819","1972496","2033384","2091285","2147187","2201498","2266847","2330077","2391948","2453361","2514626","2583290","2655236","2729843","2805991","2882372","2985141","3080951","3172767","3263353","3353495","3455480","3557680","3662249","3771078","3884397","4016322","4147897","4281107","4417253","4557005","4727103","4900748","5081151","5270914","5470307","5704653","5942272","6186351","6439458","6702219","7000102","7300212","7605319","7917501","8237963","8587607","8941690","9300969","9665249","10033891","10427129","10821301","11217956","11618566","",
"نيجيريا","NGA","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","18781299","19250478","19698881","20138717","20582216","21034046","21601399","22159231","22715616","23278803","23856438","24545888","25245617","25966508","26722021","27524023","28481808","29452661","30431330","31403911","32353296","33475070","34554654","35601929","36628815","37643474","38756304","39830650","40867118","41864554","42820775","43884222","44899240","45874291","46822206","47756089","48876143","49973668","51065870","52175552","53321039","54724226","56144600","57597010","59093961","60644267","62429119","64226661","66048195","67904271","69797221","71835964","73893941","75949264","77969428","79936869","82019726","84009295","85923667","87796033","",
"نيكاراغوا","NIC","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","838727","873347","911084","950000","986741","1019637","1051484","1080282","1106870","1133146","1160403","1191249","1223038","1256039","1290307","1325840","1366751","1407973","1449787","1492442","1535699","1581640","1628428","1674736","1718421","1758034","1795516","1827874","1856722","1884635","1912987","1935749","1959611","1982519","2001155","2013557","2021574","2023276","2020243","2015361","2010316","2000253","1991738","1984383","1977220","1970055","1961393","1953525","1946944","1942486","1940490","1938457","1938232","1939772","1942674","1946406","1948201","1950471","1952694","1954150","",
"ھولندا","NLD","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","3452456","3485426","3495541","3486600","3479825","3486587","3505149","3523052","3541546","3561289","3575951","3582049","3573224","3548574","3513244","3472977","3422061","3359103","3292031","3224450","3159163","3087535","3013810","2942652","2876899","2819085","2786583","2757905","2735337","2721691","2721955","2736389","2759323","2788152","2816684","2840323","2863089","2883177","2902057","2920677","2941099","2957069","2974625","2988931","2995161","2989858","2983272","2964448","2942444","2924559","2911390","2893619","2881196","2870446","2857290","2838388","2823015","2801503","2775697","2753063","",
"النرويغ","NOR","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","928555","933606","932186","926573","922168","921822","923100","928972","937512","945073","949249","955459","958499","958324","956522","953678","946909","939091","929879","918776","906050","889807","874935","860283","845372","831134","822051","813964","807817","803687","802711","807431","815405","825763","837105","848258","858687","869133","879415","889377","897452","901173","903682","905095","905621","906728","906264","908691","913172","917019","919745","925157","927962","928871","930202","931994","931839","932445","932190","931228","",
"نيبال","NPL","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","4083848","4170988","4273254","4381549","4479644","4560503","4655584","4733940","4802174","4871487","4947896","5051808","5156259","5263681","5374845","5489905","5631952","5776162","5922597","6070213","6218221","6395256","6568693","6739572","6908829","7076573","7266499","7451195","7635144","7823923","8020875","8219726","8418297","8612647","8797196","8967751","9165867","9353882","9528276","9681699","9807472","9914209","9992321","10046223","10084572","10109254","10068994","10039273","10001533","9928145","9802827","9685316","9513714","9316408","9138368","9010435","8811521","8657377","8542720","8459703","",
"ناورو","NRU","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"نيوزيلندا","NZL","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","780011","801283","821613","833915","846562","856194","867466","879653","883686","886406","891607","896655","904348","912978","920532","923330","920303","906793","887080","863530","846754","829002","820657","817672","810317","799883","789017","784930","776457","771648","773555","809319","816181","824558","834501","845075","859165","870326","875969","876487","876286","872381","879095","887737","891226","890642","891887","891141","890114","890532","891784","898625","899461","899814","906621","917800","929716","945173","951423","962090","",
"أعضاء منظمة التعاون والتنمية","OED","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","243005979","247145687","250048878","252329623","254376508","256281962","258314919","260027325","261325394","262857935","263966400","264844704","265602618","265986978","266295514","266062262","265885288","265160588","264035438","262876637","261824532","260680053","259775957","258989627","258060396","256963277","256493933","255714573","254806854","254098751","253752160","253984914","254428611","254876178","255077187","254954900","254849718","254342392","253511493","252673966","251898211","250832417","250032446","249323133","248541540","247598567","247395606","247028216","246642808","246150466","245606658","245277887","244928975","244548057","244284585","244097131","243960486","243878400","243734959","243358658","",
"عمان","OMN","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","240806","248713","256525","264452","272709","281392","291076","301226","311930","323191","335080","346170","357758","370601","385797","404146","421878","442837","466611","492567","520385","552517","585509","618881","651792","683192","712674","739923","766201","792794","819980","838154","856602","871154","877144","872260","877361","871225","859727","848781","841512","834362","828843","824111","819507","815576","788928","767991","757902","762074","781315","794077","817811","851519","891329","931722","980508","1028396","1074391","1115312","",
" الدول الصغيرة الأخرى","OSS","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","3497884","3581126","3662010","3740330","3815711","3887196","3967794","4041375","4112181","4183891","4258556","4340821","4426765","4515141","4603823","4692434","4799264","4902173","5005475","5117667","5239906","5364760","5497946","5636639","5779401","5926316","6090821","6251038","6405034","6551217","6683741","6815650","6931873","7034460","7126743","7206005","7302547","7384772","7455924","7524943","7589202","7627368","7667146","7710843","7762260","7825189","7872921","7928413","7993957","8068010","8149474","8271492","8390819","8515155","8647063","8784409","8923995","9062013","9199039","9330662","",
"باكستان","PAK","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","17667690","18228145","18774810","19335134","19942756","20609272","21360081","22158629","22987727","23814296","24619580","25460321","26275008","27077848","27894398","28742239","29629212","30536394","31472196","32443089","33454921","34569521","35701301","36856665","38040780","39252311","40649939","42074578","43508216","44920972","46292375","47809274","49254604","50652552","52039746","53433409","54813912","56169688","57471518","58670585","59732946","60807270","61750478","62584570","63349922","64078326","64841441","65574100","66280853","66965225","67634095","68420684","69196236","69979550","70797567","71667400","72691337","73758877","74847848","75915625","",
"بنما","PAN","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","497089","513991","531137","548465","565853","583171","601147","618763","636057","653102","669915","686895","703570","719728","735020","749225","763385","776121","787715","798585","808943","818589","827898","836753","844952","852480","859872","866883","873592","880116","886554","893715","900362","906912","913959","921849","930196","939836","950160","960144","969228","979694","988514","996392","1004496","1013375","1022130","1032019","1042388","1052234","1061141","1071156","1080160","1088479","1096645","1104892","1114304","1122770","1130358","1137159","",
"بيرو","PER","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","4444518","4602378","4764659","4928290","5087464","5238765","5406284","5561388","5707871","5851797","5996410","6155114","6312679","6467847","6617124","6758231","6909752","7049523","7180187","7305831","7428479","7559686","7688084","7812998","7932850","8047001","8172244","8291722","8405172","8511863","8610474","8709870","8796347","8872998","8942785","9005878","9054557","9094734","9121665","9128956","9112654","9087764","9054979","9015920","8973480","8929821","8882924","8842055","8806083","8771348","8735916","8690335","8626740","8567472","8540843","8556700","8380964","8289502","8250222","8210351","",
"الفلبين","PHL","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","12353096","12798918","13289478","13793936","14264452","14677593","15101437","15470117","15801276","16128623","16471781","16835338","17210273","17594389","17979794","18362438","18764481","19171223","19582868","20000318","20424830","20876635","21326499","21779619","22244182","22724056","23235699","23766658","24305517","24833114","25337207","25865971","26358788","26826026","27286349","27748659","28202904","28668493","29132517","29579053","30003333","30450285","30881881","31294669","31673841","31991256","32125224","32176994","32135130","32036212","31940605","32141052","32362321","32601741","32816516","32964143","33091219","33095932","33022677","32949491","",
